"sample","scientific","maxn","campaignid","latitude","longitude","date","time","location","status","site","depth","observer","successful.count","successful.length","comment","id"
"1108","species.richness",7,"2014-12_Geographe.Bay_stereoBRUVs",-33.5580167,115.41435,20141216,15:20:00,"Geographe.Bay","Fished","NA",11.9,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.1108"
"111","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.5369,115.3219167,20141212,10:55:00,"Geographe.Bay","Fished","NA",21.9,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.111"
"112","species.richness",12,"2014-12_Geographe.Bay_stereoBRUVs",-33.4052,115.5224,20141211,12:35:00,"Geographe.Bay","Fished","NA",14.8,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.112"
"113","species.richness",6,"2014-12_Geographe.Bay_stereoBRUVs",-33.3658333,115.27785,20141210,13:45:00,"Geographe.Bay","Fished","NA",36.6,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.113"
"114","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.3984333,115.1639167,20141210,10:20:00,"Geographe.Bay","Fished","NA",39.7,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.114"
"115","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.4446333,115.4064667,20141213,10:46:00,"Geographe.Bay","Fished","NA",25.2,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.115"
"116","species.richness",8,"2014-12_Geographe.Bay_stereoBRUVs",-33.4981667,115.2863667,20141209,06:20:00,"Geographe.Bay","Fished","NA",29.7,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.116"
"119","species.richness",14,"2014-12_Geographe.Bay_stereoBRUVs",-33.4388333,115.5567333,20141214,11:25:00,"Geographe.Bay","Fished","NA",5.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.119"
"11R1","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.35885,115.3694,20141211,09:09:00,"Geographe.Bay","Fished","NA",30.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.11R1"
"11R2","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.3967333,115.5076167,20141211,12:26:00,"Geographe.Bay","Fished","NA",18.6,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.11R2"
"11R3","species.richness",6,"2014-12_Geographe.Bay_stereoBRUVs",-33.41215,115.5204667,20141211,12:40:00,"Geographe.Bay","Fished","NA",14.7,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.11R3"
"11R4","species.richness",21,"2014-12_Geographe.Bay_stereoBRUVs",-33.4197,115.51755,20141211,12:48:00,"Geographe.Bay","Fished","NA",14.5,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.11R4"
"12","species.richness",7,"2014-12_Geographe.Bay_stereoBRUVs",-33.40395,115.2615667,20141210,14:00:00,"Geographe.Bay","Fished","NA",38.7,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.12"
"122","species.richness",12,"2014-12_Geographe.Bay_stereoBRUVs",-33.5375,115.4020833,20141213,05:48:00,"Geographe.Bay","Fished","NA",13.3,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.122"
"12RC1","species.richness",23,"2014-12_Geographe.Bay_stereoBRUVs",-33.5932167,115.2132833,20141212,06:09:00,"Geographe.Bay","Fished","NA",26.5,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.12RC1"
"12RC2","species.richness",21,"2014-12_Geographe.Bay_stereoBRUVs",-33.5916,115.23785,20141212,08:23:00,"Geographe.Bay","Fished","NA",17.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.12RC2"
"12RC3","species.richness",18,"2014-12_Geographe.Bay_stereoBRUVs",-33.5914667,115.24145,20141212,08:32:00,"Geographe.Bay","Fished","NA",17.9,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.12RC3"
"12RC5","species.richness",25,"2014-12_Geographe.Bay_stereoBRUVs",-33.5621333,115.3443,20141212,11:16:00,"Geographe.Bay","Fished","NA",14.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.12RC5"
"12RC6","species.richness",19,"2014-12_Geographe.Bay_stereoBRUVs",-33.5711,115.3481333,20141212,11:22:00,"Geographe.Bay","Fished","NA",14.7,"laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.12RC6"
"12RC7","species.richness",24,"2014-12_Geographe.Bay_stereoBRUVs",-33.5118,115.41785,20141212,13:38:00,"Geographe.Bay","Fished","NA",15.2,"laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.12RC7"
"12RC8","species.richness",17,"2014-12_Geographe.Bay_stereoBRUVs",-33.5148667,115.41815,20141212,13:41:00,"Geographe.Bay","Fished","NA",14.1,"laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.12RC8"
"12RC9","species.richness",21,"2014-12_Geographe.Bay_stereoBRUVs",-33.5162167,115.4064167,20141212,13:48:00,"Geographe.Bay","Fished","NA",14.5,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.12RC9"
"13","species.richness",9,"2014-12_Geographe.Bay_stereoBRUVs",-33.4501833,115.0925167,20141209,13:41:00,"Geographe.Bay","Fished","NA",42.4,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13"
"135","species.richness",13,"2014-12_Geographe.Bay_stereoBRUVs",-33.50185,115.4207333,20141216,12:54:00,"Geographe.Bay","Fished","NA",15.8,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.135"
"138","species.richness",19,"2014-12_Geographe.Bay_stereoBRUVs",-33.5808333,115.1139333,20141215,06:50:00,"Geographe.Bay","Fished","NA",15,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.138"
"139","species.richness",15,"2014-12_Geographe.Bay_stereoBRUVs",-33.60325,115.2736667,20141217,08:29:00,"Geographe.Bay","Fished","NA",13.4,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.139"
"13RC1","species.richness",16,"2014-12_Geographe.Bay_stereoBRUVs",-33.5059833,115.43075,20141213,06:11:00,"Geographe.Bay","Fished","NA",13.8,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC1"
"13RC11","species.richness",12,"2014-12_Geographe.Bay_stereoBRUVs",-33.3740333,115.36925,20141213,13:23:00,"Geographe.Bay","Fished","NA",31,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC11"
"13RC12","species.richness",12,"2014-12_Geographe.Bay_stereoBRUVs",-33.3743667,115.3668167,20141213,13:25:00,"Geographe.Bay","Fished","NA",31.3,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC12"
"13RC13","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.3754833,115.3631167,20141213,13:31:00,"Geographe.Bay","Fished","NA",31.1,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC13"
"13RC15","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.3768333,115.3559333,20141213,13:39:00,"Geographe.Bay","Fished","NA",32.5,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC15"
"13RC2","species.richness",19,"2014-12_Geographe.Bay_stereoBRUVs",-33.49485,115.45595,20141213,06:27:00,"Geographe.Bay","Fished","NA",13.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC2"
"13RC3","species.richness",24,"2014-12_Geographe.Bay_stereoBRUVs",-33.4839333,115.45155,20141213,08:00:00,"Geographe.Bay","Fished","NA",13.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC3"
"13RC4","species.richness",20,"2014-12_Geographe.Bay_stereoBRUVs",-33.4993833,115.3964667,20141213,08:30:00,"Geographe.Bay","Fished","NA",19.5,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC4"
"13RC5","species.richness",17,"2014-12_Geographe.Bay_stereoBRUVs",-33.4839333,115.4656167,20141213,10:05:00,"Geographe.Bay","Fished","NA",26.8,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC5"
"13RC6","species.richness",16,"2014-12_Geographe.Bay_stereoBRUVs",-33.3809667,115.3892333,20141213,13:07:00,"Geographe.Bay","Fished","NA",29.7,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC6"
"13RC7","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.3774333,115.38605,20141213,13:10:00,"Geographe.Bay","Fished","NA",29.5,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC7"
"13RC8","species.richness",8,"2014-12_Geographe.Bay_stereoBRUVs",-33.3726,115.3791,20141213,13:14:00,"Geographe.Bay","Fished","NA",30.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC8"
"13RC9","species.richness",13,"2014-12_Geographe.Bay_stereoBRUVs",-33.3730667,115.3747833,20141213,13:18:00,"Geographe.Bay","Fished","NA",30.9,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.13RC9"
"14","species.richness",24,"2014-12_Geographe.Bay_stereoBRUVs",-33.5296667,115.4130333,20141213,05:56:00,"Geographe.Bay","Fished","NA",13.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.14"
"143","species.richness",23,"2014-12_Geographe.Bay_stereoBRUVs",-33.5761667,115.2367,20141215,13:24:00,"Geographe.Bay","Fished","NA",23.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.143"
"144","species.richness",5,"2014-12_Geographe.Bay_stereoBRUVs",-33.5342333,115.4323167,20141216,15:37:00,"Geographe.Bay","Fished","NA",12.3,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.144"
"15","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.5782333,115.2147833,20141212,06:27:00,"Geographe.Bay","Fished","NA",26.2,"laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.15"
"151","species.richness",12,"2014-12_Geographe.Bay_stereoBRUVs",-33.4768,115.4328833,20141216,09:12:00,"Geographe.Bay","Fished","NA",17.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.151"
"154","species.richness",14,"2014-12_Geographe.Bay_stereoBRUVs",-33.6033667,115.19675,20141215,10:58:00,"Geographe.Bay","Fished","NA",13.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.154"
"16","species.richness",8,"2014-12_Geographe.Bay_stereoBRUVs",-33.3889,115.4986167,20141211,12:21:00,"Geographe.Bay","Fished","NA",20,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.16"
"160","species.richness",7,"2014-12_Geographe.Bay_stereoBRUVs",-33.6033667,115.2477833,20141216,15:24:00,"Geographe.Bay","Fished","NA",13.8,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.160"
"167","species.richness",12,"2014-12_Geographe.Bay_stereoBRUVs",-33.4627333,115.4805667,20141216,09:25:00,"Geographe.Bay","Fished","NA",14.4,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.167"
"17","species.richness",9,"2014-12_Geographe.Bay_stereoBRUVs",-33.3635833,115.23265,20141210,13:27:00,"Geographe.Bay","Fished","NA",38.8,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.17"
"170","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.54165,115.3698333,20141216,13:39:00,"Geographe.Bay","Fished","NA",15.8,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.170"
"175","species.richness",8,"2014-12_Geographe.Bay_stereoBRUVs",-33.5518167,115.12275,20141215,06:34:00,"Geographe.Bay","Fished","NA",28.5,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.175"
"176","species.richness",14,"2014-12_Geographe.Bay_stereoBRUVs",-33.59,115.1290667,20141215,06:59:00,"Geographe.Bay","Fished","NA",15.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.176"
"18","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.3926,115.0981333,20141210,07:44:00,"Geographe.Bay","Fished","NA",42.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.18"
"183","species.richness",6,"2014-12_Geographe.Bay_stereoBRUVs",-33.5687667,115.2488,20141215,13:29:00,"Geographe.Bay","Fished","NA",22.6,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.183"
"19","species.richness",6,"2014-12_Geographe.Bay_stereoBRUVs",-33.4605,115.3618,20141213,10:33:00,"Geographe.Bay","Fished","NA",26,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.19"
"192","species.richness",6,"2014-12_Geographe.Bay_stereoBRUVs",-33.4273167,115.5755833,20141214,11:19:00,"Geographe.Bay","Fished","NA",4.9,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.192"
"196","species.richness",9,"2014-12_Geographe.Bay_stereoBRUVs",-33.5098167,115.4045,20141216,12:49:00,"Geographe.Bay","Fished","NA",15.9,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.196"
"199","species.richness",20,"2014-12_Geographe.Bay_stereoBRUVs",-33.5975167,115.2108833,20141215,10:53:00,"Geographe.Bay","Fished","NA",15.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.199"
"2","species.richness",18,"2014-12_Geographe.Bay_stereoBRUVs",-33.4405333,115.10095,20141210,06:29:00,"Geographe.Bay","Fished","NA",40.5,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.2"
"20","species.richness",9,"2014-12_Geographe.Bay_stereoBRUVs",-33.4338667,115.2221167,20141210,11:09:00,"Geographe.Bay","Fished","NA",36,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.20"
"202","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.5779333,115.4117167,20141217,06:04:00,"Geographe.Bay","Fished","NA",9.8,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.202"
"207","species.richness",8,"2014-12_Geographe.Bay_stereoBRUVs",-33.5738333,115.23165,20141212,08:06:00,"Geographe.Bay","Fished","NA",23.3,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.207"
"208","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.3873,115.5742333,20141214,11:03:00,"Geographe.Bay","Fished","NA",7.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.208"
"21","species.richness",6,"2014-12_Geographe.Bay_stereoBRUVs",-33.3857167,115.39765,20141214,06:54:00,"Geographe.Bay","Fished","NA",15.7,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.21"
"215","species.richness",8,"2014-12_Geographe.Bay_stereoBRUVs",-33.6065667,115.2241167,20141215,10:45:00,"Geographe.Bay","Fished","NA",14.1,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.215"
"218","species.richness",15,"2014-12_Geographe.Bay_stereoBRUVs",-33.5954833,115.3030667,20141217,09:46:00,"Geographe.Bay","Fished","NA",14.7,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.218"
"22","species.richness",15,"2014-12_Geographe.Bay_stereoBRUVs",-33.57455,115.1806667,20141209,07:10:00,"Geographe.Bay","Fished","NA",22.6,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.22"
"224","species.richness",15,"2014-12_Geographe.Bay_stereoBRUVs",-33.4189,115.5035833,20141216,06:59:00,"Geographe.Bay","Fished","NA",16.5,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.224"
"23","species.richness",9,"2014-12_Geographe.Bay_stereoBRUVs",-33.5041833,115.4289333,20141216,11:29:00,"Geographe.Bay","Fished","NA",13.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.23"
"234","species.richness",3,"2014-12_Geographe.Bay_stereoBRUVs",-33.6031667,115.3602167,20141217,10:03:00,"Geographe.Bay","Fished","NA",9.3,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.234"
"236","species.richness",8,"2014-12_Geographe.Bay_stereoBRUVs",-33.4949167,115.4766833,20141216,10:45:00,"Geographe.Bay","Fished","NA",13.1,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.236"
"24","species.richness",6,"2014-12_Geographe.Bay_stereoBRUVs",-33.47115,115.2861667,20141209,06:05:00,"Geographe.Bay","Fished","NA",29.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.24"
"240","species.richness",12,"2014-12_Geographe.Bay_stereoBRUVs",-33.4387833,115.4684667,20141216,08:56:00,"Geographe.Bay","Fished","NA",18.9,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.240"
"247","species.richness",9,"2014-12_Geographe.Bay_stereoBRUVs",-33.5561,115.1345167,20141215,06:30:00,"Geographe.Bay","Fished","NA",26.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.247"
"25","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.3833333,115.0827833,20141210,07:10:00,"Geographe.Bay","Fished","NA",42.5,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.25"
"250","species.richness",8,"2014-12_Geographe.Bay_stereoBRUVs",-33.5628167,115.4223667,20141216,15:17:00,"Geographe.Bay","Fished","NA",10,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.250"
"256","species.richness",19,"2014-12_Geographe.Bay_stereoBRUVs",-33.4083167,115.4774833,20141214,13:12:00,"Geographe.Bay","Fished","NA",11.1,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.256"
"26","species.richness",13,"2014-12_Geographe.Bay_stereoBRUVs",-33.5500333,115.3236167,20141212,11:02:00,"Geographe.Bay","Fished","NA",20.5,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.26"
"267","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.5707,115.1362,20141215,06:22:00,"Geographe.Bay","Fished","NA",23.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.267"
"27","species.richness",12,"2014-12_Geographe.Bay_stereoBRUVs",-33.5463667,115.1883833,20141209,07:00:00,"Geographe.Bay","Fished","NA",28.2,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.27"
"270","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.52045,115.4206,20141213,06:00:00,"Geographe.Bay","Fished","NA",13.7,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.270"
"271","species.richness",20,"2014-12_Geographe.Bay_stereoBRUVs",-33.5937,115.2133167,20141212,06:06:00,"Geographe.Bay","Fished","NA",27.3,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.271"
"272","species.richness",15,"2014-12_Geographe.Bay_stereoBRUVs",-33.3815,115.4879333,20141214,08:37:00,"Geographe.Bay","Fished","NA",11.7,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.272"
"279","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.5011833,115.4379167,20141216,11:32:00,"Geographe.Bay","Fished","NA",14.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.279"
"28","species.richness",17,"2014-12_Geographe.Bay_stereoBRUVs",-33.42715,115.2872833,20141211,07:07:00,"Geographe.Bay","Fished","NA",34,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.28"
"282","species.richness",13,"2014-12_Geographe.Bay_stereoBRUVs",-33.5571833,115.3322333,20141217,08:02:00,"Geographe.Bay","Fished","NA",18.2,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.282"
"287","species.richness",17,"2014-12_Geographe.Bay_stereoBRUVs",-33.5940333,115.2189,20141215,10:50:00,"Geographe.Bay","Fished","NA",16.4,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.287"
"288","species.richness",14,"2014-12_Geographe.Bay_stereoBRUVs",-33.4709833,115.4775833,20141216,09:29:00,"Geographe.Bay","Fished","NA",14.3,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.288"
"29","species.richness",16,"2014-12_Geographe.Bay_stereoBRUVs",-33.4869667,115.1764,20141209,10:30:00,"Geographe.Bay","Fished","NA",34.3,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.29"
"295","species.richness",7,"2014-12_Geographe.Bay_stereoBRUVs",-33.5555333,115.46605,20141216,15:50:00,"Geographe.Bay","Fished","NA",2.5,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.295"
"298","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.5825167,115.1301333,20141215,06:56:00,"Geographe.Bay","Fished","NA",18.1,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.298"
"3","species.richness",12,"2014-12_Geographe.Bay_stereoBRUVs",-33.4920833,115.3549,20141213,08:41:00,"Geographe.Bay","Fished","NA",24.8,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.3"
"30","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.42405,115.33405,20141211,06:37:00,"Geographe.Bay","Fished","NA",31.8,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.30"
"304","species.richness",22,"2014-12_Geographe.Bay_stereoBRUVs",-33.5958333,115.1453667,20141215,10:17:00,"Geographe.Bay","Fished","NA",13.7,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.304"
"31","species.richness",8,"2014-12_Geographe.Bay_stereoBRUVs",-33.5986333,115.2369167,20141212,05:55:00,"Geographe.Bay","Fished","NA",26.3,"laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.31"
"314","species.richness",15,"2014-12_Geographe.Bay_stereoBRUVs",-33.5869,115.1628333,20141215,09:03:00,"Geographe.Bay","Fished","NA",20,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.314"
"316","species.richness",15,"2014-12_Geographe.Bay_stereoBRUVs",-33.3839667,115.5281667,20141214,10:49:00,"Geographe.Bay","Fished","NA",9.3,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.316"
"32","species.richness",14,"2014-12_Geographe.Bay_stereoBRUVs",-33.4807833,115.46205,20141213,07:53:00,"Geographe.Bay","Fished","NA",14.1,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.32"
"320","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.4417833,115.49575,20141216,08:49:00,"Geographe.Bay","Fished","NA",15.1,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.320"
"327","species.richness",16,"2014-12_Geographe.Bay_stereoBRUVs",-33.4892333,115.3942,20141214,14:10:00,"Geographe.Bay","Fished","NA",11.8,"Damon","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.327"
"33","species.richness",9,"2014-12_Geographe.Bay_stereoBRUVs",-33.3527667,115.3204833,20141211,08:54:00,"Geographe.Bay","Fished","NA",34.1,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.33"
"330","species.richness",42,"2014-12_Geographe.Bay_stereoBRUVs",-33.5691167,115.104,20141215,06:44:00,"Geographe.Bay","Fished","NA",17.7,"Damon","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.330"
"331","species.richness",13,"2014-12_Geographe.Bay_stereoBRUVs",-33.6030833,115.2530333,20141215,13:46:00,"Geographe.Bay","Fished","NA",14.3,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.331"
"335","species.richness",6,"2014-12_Geographe.Bay_stereoBRUVs",-33.5771167,115.2266667,20141212,08:09:00,"Geographe.Bay","Fished","NA",21.6,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.335"
"34","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.3845167,115.0739,20141210,07:05:00,"Geographe.Bay","Fished","NA",43,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.34"
"346","species.richness",13,"2014-12_Geographe.Bay_stereoBRUVs",-33.6092,115.2392833,20141215,13:08:00,"Geographe.Bay","Fished","NA",14,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.346"
"35","species.richness",15,"2014-12_Geographe.Bay_stereoBRUVs",-33.4055,115.4157167,20141213,11:14:00,"Geographe.Bay","Fished","NA",27.9,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.35"
"352","species.richness",14,"2014-12_Geographe.Bay_stereoBRUVs",-33.4517667,115.4879833,20141216,08:45:00,"Geographe.Bay","Fished","NA",15.2,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.352"
"36","species.richness",7,"2014-12_Geographe.Bay_stereoBRUVs",-33.4269,115.20765,20141210,11:17:00,"Geographe.Bay","Fished","NA",38.2,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.36"
"362","species.richness",10,"2014-12_Geographe.Bay_stereoBRUVs",-33.627,115.2948,20141217,10:23:00,"Geographe.Bay","Fished","NA",9.4,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.362"
"368","species.richness",6,"2014-12_Geographe.Bay_stereoBRUVs",-33.5725167,115.45125,20141216,15:59:00,"Geographe.Bay","Fished","NA",3.7,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.368"
"37","species.richness",11,"2014-12_Geographe.Bay_stereoBRUVs",-33.3585,115.3721,20141211,09:11:00,"Geographe.Bay","Fished","NA",30.3,"Lizzy","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.37"
"375","species.richness",22,"2014-12_Geographe.Bay_stereoBRUVs",-33.5902167,115.2205667,20141212,06:14:00,"Geographe.Bay","Fished","NA",26.9,"Laura","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.375"
"378","species.richness",15,"2014-12_Geographe.Bay_stereoBRUVs",-33.5555833,115.3912,20141212,13:08:00,"Geographe.Bay","Fished","NA",13.3,"Lauren","Yes","Yes","NA","2014-12_Geographe.Bay_stereoBRUVs.378"
